"","Data","Method","metric","slice","difference","Df","T","p-value"," "
"1018","Eutherians","Slices:ACCTRAN","sum.variance","165:160",-2.16,7,-0.315,1," "
"1019","Eutherians","Slices:ACCTRAN","sum.variance","160:155",-3.99,10,-0.815,1," "
"1020","Eutherians","Slices:ACCTRAN","sum.variance","155:150",-0.72,11,-0.177,1," "
"1021","Eutherians","Slices:ACCTRAN","sum.variance","150:145",-2.08,13,-0.677,1," "
"1022","Eutherians","Slices:ACCTRAN","sum.variance","145:140",1.75,15,0.629,1," "
"1023","Eutherians","Slices:ACCTRAN","sum.variance","140:135",-1.85,18,-0.747,1," "
"1024","Eutherians","Slices:ACCTRAN","sum.variance","135:130",-1.06,24,-0.619,1," "
"1025","Eutherians","Slices:ACCTRAN","sum.variance","130:125",-0.4,27,-0.269,1," "
"1026","Eutherians","Slices:ACCTRAN","sum.variance","125:120",0.87,27,0.553,1," "
"1027","Eutherians","Slices:ACCTRAN","sum.variance","120:115",-1,28,-0.701,1," "
"1028","Eutherians","Slices:ACCTRAN","sum.variance","115:110",0.06,33,0.054,1," "
"1029","Eutherians","Slices:ACCTRAN","sum.variance","110:105",-0.59,38,-0.581,1," "
"1030","Eutherians","Slices:ACCTRAN","sum.variance","105:100",-0.07,44,-0.08,1," "
"1031","Eutherians","Slices:ACCTRAN","sum.variance","100:95",-0.19,47,-0.256,1," "
"1032","Eutherians","Slices:ACCTRAN","sum.variance","95:90",-1.19,52,-1.898,1," "
"1033","Eutherians","Slices:ACCTRAN","sum.variance","90:85",0.66,58,1.138,1," "
"1034","Eutherians","Slices:ACCTRAN","sum.variance","85:80",-0.7,64,-1.139,1," "
"1035","Eutherians","Slices:ACCTRAN","sum.variance","80:75",0.77,66,1.283,1," "
"1036","Eutherians","Slices:ACCTRAN","sum.variance","75:70",-0.68,73,-1.26,1," "
"1037","Eutherians","Slices:ACCTRAN","sum.variance","70:65",-0.47,84,-1.01,1," "
"1038","Eutherians","Slices:ACCTRAN","sum.variance","65:60",0.2,76,0.393,1," "
"1039","Eutherians","Slices:ACCTRAN","sum.variance","60:55",-0.01,67,-0.011,1," "
"1040","Eutherians","Slices:ACCTRAN","sum.variance","55:50",0.51,59,0.714,1," "
"1041","Eutherians","Slices:ACCTRAN","sum.variance","50:45",0.45,48,0.524,1," "
"1042","Eutherians","Slices:ACCTRAN","sum.variance","45:40",0.11,44,0.118,1," "
"1043","Eutherians","Slices:ACCTRAN","sum.variance","40:35",-0.38,40,-0.366,1," "
"1044","Eutherians","Slices:ACCTRAN","sum.variance","35:30",0.56,33,0.46,1," "
"1045","Eutherians","Slices:ACCTRAN","sum.variance","30:25",1.72,29,1.081,1," "
"1046","Eutherians","Slices:ACCTRAN","sum.variance","25:20",0.4,28,0.227,1," "
"1047","Eutherians","Slices:ACCTRAN","sum.variance","20:15",-2.35,27,-1.525,1," "
"1048","Eutherians","Slices:ACCTRAN","sum.variance","15:10",0.46,26,0.336,1," "
"1049","Eutherians","Slices:ACCTRAN","sum.variance","10:5",0.19,26,0.126,1," "
"1050","Eutherians","Slices:ACCTRAN","sum.variance","5:0",-1.65,26,-1.129,1," "
"1051","Eutherians","Slices:DELTRAN","sum.variance","170:165",-3.39,5,-0.428,1," "
"1052","Eutherians","Slices:DELTRAN","sum.variance","165:160",-2.24,7,-0.388,1," "
"1053","Eutherians","Slices:DELTRAN","sum.variance","160:155",-1.88,10,-0.466,1," "
"1054","Eutherians","Slices:DELTRAN","sum.variance","155:150",1.2,11,0.342,1," "
"1055","Eutherians","Slices:DELTRAN","sum.variance","150:145",-2.09,13,-0.682,1," "
"1056","Eutherians","Slices:DELTRAN","sum.variance","145:140",0.78,15,0.312,1," "
"1057","Eutherians","Slices:DELTRAN","sum.variance","140:135",-1.94,18,-0.924,1," "
"1058","Eutherians","Slices:DELTRAN","sum.variance","135:130",-0.6,24,-0.403,1," "
"1059","Eutherians","Slices:DELTRAN","sum.variance","130:125",0,27,0.003,1," "
"1060","Eutherians","Slices:DELTRAN","sum.variance","125:120",0.35,27,0.279,1," "
"1061","Eutherians","Slices:DELTRAN","sum.variance","120:115",-0.64,28,-0.54,1," "
"1062","Eutherians","Slices:DELTRAN","sum.variance","115:110",-0.44,33,-0.446,1," "
"1063","Eutherians","Slices:DELTRAN","sum.variance","110:105",-0.11,38,-0.133,1," "
"1064","Eutherians","Slices:DELTRAN","sum.variance","105:100",-0.45,44,-0.664,1," "
"1065","Eutherians","Slices:DELTRAN","sum.variance","100:95",-0.08,47,-0.123,1," "
"1066","Eutherians","Slices:DELTRAN","sum.variance","95:90",-0.44,52,-0.778,1," "
"1067","Eutherians","Slices:DELTRAN","sum.variance","90:85",0.08,58,0.157,1," "
"1068","Eutherians","Slices:DELTRAN","sum.variance","85:80",-0.12,64,-0.248,1," "
"1069","Eutherians","Slices:DELTRAN","sum.variance","80:75",0.46,66,0.92,1," "
"1070","Eutherians","Slices:DELTRAN","sum.variance","75:70",-0.99,73,-2.19,1," "
"1071","Eutherians","Slices:DELTRAN","sum.variance","70:65",-0.1,84,-0.264,1," "
"1072","Eutherians","Slices:DELTRAN","sum.variance","65:60",0.19,76,0.443,1," "
"1073","Eutherians","Slices:DELTRAN","sum.variance","60:55",-0.3,67,-0.649,1," "
"1074","Eutherians","Slices:DELTRAN","sum.variance","55:50",0.06,59,0.119,1," "
"1075","Eutherians","Slices:DELTRAN","sum.variance","50:45",0.03,48,0.053,1," "
"1076","Eutherians","Slices:DELTRAN","sum.variance","45:40",-0.12,44,-0.174,1," "
"1077","Eutherians","Slices:DELTRAN","sum.variance","40:35",0.29,40,0.385,1," "
"1078","Eutherians","Slices:DELTRAN","sum.variance","35:30",0.37,33,0.385,1," "
"1079","Eutherians","Slices:DELTRAN","sum.variance","30:25",0.24,29,0.208,1," "
"1080","Eutherians","Slices:DELTRAN","sum.variance","25:20",0.04,28,0.032,1," "
"1081","Eutherians","Slices:DELTRAN","sum.variance","20:15",0.22,27,0.171,1," "
"1082","Eutherians","Slices:DELTRAN","sum.variance","15:10",-0.01,26,-0.006,1," "
"1083","Eutherians","Slices:DELTRAN","sum.variance","10:5",-0.02,26,-0.017,1," "
"1084","Eutherians","Slices:DELTRAN","sum.variance","5:0",0,26,0,1," "
"1085","Eutherians","Slices:gradual","sum.variance","170:165",-6,5,-0.692,1," "
"1086","Eutherians","Slices:gradual","sum.variance","165:160",-0.54,7,-0.08,1," "
"1087","Eutherians","Slices:gradual","sum.variance","160:155",-3.77,10,-0.727,1," "
"1088","Eutherians","Slices:gradual","sum.variance","155:150",2.68,11,0.587,1," "
"1089","Eutherians","Slices:gradual","sum.variance","150:145",-5.17,13,-1.372,1," "
"1090","Eutherians","Slices:gradual","sum.variance","145:140",1.54,15,0.451,1," "
"1091","Eutherians","Slices:gradual","sum.variance","140:135",-3.36,18,-1.243,1," "
"1092","Eutherians","Slices:gradual","sum.variance","135:130",-0.52,24,-0.309,1," "
"1093","Eutherians","Slices:gradual","sum.variance","130:125",-0.89,27,-0.599,1," "
"1094","Eutherians","Slices:gradual","sum.variance","125:120",0.84,27,0.545,1," "
"1095","Eutherians","Slices:gradual","sum.variance","120:115",-1.24,28,-0.832,1," "
"1096","Eutherians","Slices:gradual","sum.variance","115:110",-0.37,33,-0.3,1," "
"1097","Eutherians","Slices:gradual","sum.variance","110:105",-0.11,38,-0.112,1," "
"1098","Eutherians","Slices:gradual","sum.variance","105:100",-0.42,44,-0.525,1," "
"1099","Eutherians","Slices:gradual","sum.variance","100:95",-0.21,47,-0.288,1," "
"1100","Eutherians","Slices:gradual","sum.variance","95:90",-1.28,52,-1.877,1," "
"1101","Eutherians","Slices:gradual","sum.variance","90:85",0.67,58,1.087,1," "
"1102","Eutherians","Slices:gradual","sum.variance","85:80",-0.69,64,-1.18,1," "
"1103","Eutherians","Slices:gradual","sum.variance","80:75",0.69,66,1.141,1," "
"1104","Eutherians","Slices:gradual","sum.variance","75:70",-0.81,73,-1.398,1," "
"1105","Eutherians","Slices:gradual","sum.variance","70:65",0.37,84,0.77,1," "
"1106","Eutherians","Slices:gradual","sum.variance","65:60",0.19,76,0.378,1," "
"1107","Eutherians","Slices:gradual","sum.variance","60:55",0.16,67,0.282,1," "
"1108","Eutherians","Slices:gradual","sum.variance","55:50",0.37,59,0.541,1," "
"1109","Eutherians","Slices:gradual","sum.variance","50:45",0.92,48,1.064,1," "
"1110","Eutherians","Slices:gradual","sum.variance","45:40",-0.01,44,-0.007,1," "
"1111","Eutherians","Slices:gradual","sum.variance","40:35",0.66,40,0.646,1," "
"1112","Eutherians","Slices:gradual","sum.variance","35:30",0.54,33,0.425,1," "
"1113","Eutherians","Slices:gradual","sum.variance","30:25",0.41,29,0.284,1," "
"1114","Eutherians","Slices:gradual","sum.variance","25:20",0.03,28,0.019,1," "
"1115","Eutherians","Slices:gradual","sum.variance","20:15",0.5,27,0.32,1," "
"1116","Eutherians","Slices:gradual","sum.variance","15:10",0.11,26,0.068,1," "
"1117","Eutherians","Slices:gradual","sum.variance","10:5",-0.09,26,-0.053,1," "
"1118","Eutherians","Slices:gradual","sum.variance","5:0",-5.41,26,-3.635,0.04081,"*"
"1119","Eutherians","Intervals:tips","product.variance","163.5-145:145-125",0,6,-0.203,1," "
"1120","Eutherians","Intervals:tips","product.variance","145-125:125-113",0,9,-0.12,1," "
"1121","Eutherians","Intervals:tips","product.variance","125-113:113-100.5",0,7,0.094,1," "
"1122","Eutherians","Intervals:tips","product.variance","113-100.5:100.5-93.9",0,5,-0.3,1," "
"1123","Eutherians","Intervals:tips","product.variance","100.5-93.9:93.9-89.8",0,14,-0.076,1," "
"1124","Eutherians","Intervals:tips","product.variance","93.9-89.8:86.3-83.6",0,14,0.076,1," "
"1125","Eutherians","Intervals:tips","product.variance","86.3-83.6:83.6-72.1",0,18,-0.051,1," "
"1126","Eutherians","Intervals:tips","product.variance","83.6-72.1:72.1-66",0,23,0.076,1," "
"1127","Eutherians","Intervals:tips","product.variance","72.1-66:66-61.6",0,25,-0.098,1," "
"1128","Eutherians","Intervals:tips","product.variance","66-61.6:61.6-59.2",0,23,0.087,1," "
"1129","Eutherians","Intervals:tips","product.variance","61.6-59.2:59.2-56",0,13,-0.074,1," "
"1130","Eutherians","Intervals:tips","product.variance","59.2-56:56-47.8",0,26,-0.098,1," "
"1131","Eutherians","Intervals:tips","product.variance","56-47.8:47.8-41.3",0,24,0.085,1," "
"1132","Eutherians","Intervals:tips","product.variance","47.8-41.3:38-33.9",0,11,-0.093,1," "
"1133","Eutherians","Intervals:tips","product.variance","38-33.9:33.9-23.03",0,8,0.067,1," "
"1134","Eutherians","Intervals:tips","product.variance","33.9-23.03:20.44-0",0,16,-0.03,1," "
"1135","Eutherians","Intervals:tips+nodes","product.variance","170.3-157.3:157.3-152.1",NA,NA,NA,NA,NA
"1136","Eutherians","Intervals:tips+nodes","product.variance","157.3-152.1:152.1-145",NA,NA,NA,NA,NA
"1137","Eutherians","Intervals:tips+nodes","product.variance","152.1-145:145-132.9",NA,NA,NA,NA,NA
"1138","Eutherians","Intervals:tips+nodes","product.variance","145-132.9:132.9-125",NA,NA,NA,NA,NA
"1139","Eutherians","Intervals:tips+nodes","product.variance","132.9-125:125-113",NA,NA,NA,NA,NA
"1140","Eutherians","Intervals:tips+nodes","product.variance","125-113:113-100.5",NA,NA,NA,NA,NA
"1141","Eutherians","Intervals:tips+nodes","product.variance","113-100.5:100.5-93.9",NA,NA,NA,NA,NA
"1142","Eutherians","Intervals:tips+nodes","product.variance","100.5-93.9:93.9-89.8",NA,NA,NA,NA,NA
"1143","Eutherians","Intervals:tips+nodes","product.variance","93.9-89.8:89.8-86.3",NA,NA,NA,NA,NA
"1144","Eutherians","Intervals:tips+nodes","product.variance","89.8-86.3:86.3-83.6",NA,NA,NA,NA,NA
"1145","Eutherians","Intervals:tips+nodes","product.variance","86.3-83.6:83.6-72.1",NA,NA,NA,NA,NA
"1146","Eutherians","Intervals:tips+nodes","product.variance","83.6-72.1:72.1-66",NA,NA,NA,NA,NA
"1147","Eutherians","Intervals:tips+nodes","product.variance","72.1-66:66-61.6",NA,NA,NA,NA,NA
"1148","Eutherians","Intervals:tips+nodes","product.variance","66-61.6:61.6-59.2",NA,NA,NA,NA,NA
"1149","Eutherians","Intervals:tips+nodes","product.variance","61.6-59.2:59.2-56",NA,NA,NA,NA,NA
"1150","Eutherians","Intervals:tips+nodes","product.variance","59.2-56:56-47.8",NA,NA,NA,NA,NA
"1151","Eutherians","Intervals:tips+nodes","product.variance","56-47.8:47.8-41.3",NA,NA,NA,NA,NA
"1152","Eutherians","Intervals:tips+nodes","product.variance","47.8-41.3:41.3-33.9",NA,NA,NA,NA,NA
"1153","Eutherians","Intervals:tips+nodes","product.variance","41.3-33.9:33.9-23.03",NA,NA,NA,NA,NA
"1154","Eutherians","Intervals:tips+nodes","product.variance","33.9-23.03:20.44-0",NA,NA,NA,NA,NA
"1155","Eutherians","Slices:punctuated","product.variance","170:165",NA,NA,NA,NA,NA
"1156","Eutherians","Slices:punctuated","product.variance","165:160",NA,NA,NA,NA,NA
"1157","Eutherians","Slices:punctuated","product.variance","160:155",NA,NA,NA,NA,NA
"1158","Eutherians","Slices:punctuated","product.variance","155:150",NA,NA,NA,NA,NA
"1159","Eutherians","Slices:punctuated","product.variance","150:145",NA,NA,NA,NA,NA
"1160","Eutherians","Slices:punctuated","product.variance","145:140",NA,NA,NA,NA,NA
"1161","Eutherians","Slices:punctuated","product.variance","140:135",NA,NA,NA,NA,NA
"1162","Eutherians","Slices:punctuated","product.variance","135:130",NA,NA,NA,NA,NA
"1163","Eutherians","Slices:punctuated","product.variance","130:125",NA,NA,NA,NA,NA
"1164","Eutherians","Slices:punctuated","product.variance","125:120",NA,NA,NA,NA,NA
"1165","Eutherians","Slices:punctuated","product.variance","120:115",NA,NA,NA,NA,NA
"1166","Eutherians","Slices:punctuated","product.variance","115:110",NA,NA,NA,NA,NA
"1167","Eutherians","Slices:punctuated","product.variance","110:105",NA,NA,NA,NA,NA
"1168","Eutherians","Slices:punctuated","product.variance","105:100",NA,NA,NA,NA,NA
"1169","Eutherians","Slices:punctuated","product.variance","100:95",NA,NA,NA,NA,NA
"1170","Eutherians","Slices:punctuated","product.variance","95:90",NA,NA,NA,NA,NA
"1171","Eutherians","Slices:punctuated","product.variance","90:85",NA,NA,NA,NA,NA
"1172","Eutherians","Slices:punctuated","product.variance","85:80",NA,NA,NA,NA,NA
"1173","Eutherians","Slices:punctuated","product.variance","80:75",NA,NA,NA,NA,NA
"1174","Eutherians","Slices:punctuated","product.variance","75:70",NA,NA,NA,NA,NA
"1175","Eutherians","Slices:punctuated","product.variance","70:65",NA,NA,NA,NA,NA
"1176","Eutherians","Slices:punctuated","product.variance","65:60",NA,NA,NA,NA,NA
"1177","Eutherians","Slices:punctuated","product.variance","60:55",NA,NA,NA,NA,NA
"1178","Eutherians","Slices:punctuated","product.variance","55:50",NA,NA,NA,NA,NA
"1179","Eutherians","Slices:punctuated","product.variance","50:45",NA,NA,NA,NA,NA
"1180","Eutherians","Slices:punctuated","product.variance","45:40",NA,NA,NA,NA,NA
"1181","Eutherians","Slices:punctuated","product.variance","40:35",NA,NA,NA,NA,NA
"1182","Eutherians","Slices:punctuated","product.variance","35:30",NA,NA,NA,NA,NA
"1183","Eutherians","Slices:punctuated","product.variance","30:25",NA,NA,NA,NA,NA
"1184","Eutherians","Slices:punctuated","product.variance","25:20",NA,NA,NA,NA,NA
"1185","Eutherians","Slices:punctuated","product.variance","20:15",NA,NA,NA,NA,NA
"1186","Eutherians","Slices:punctuated","product.variance","15:10",NA,NA,NA,NA,NA
"1187","Eutherians","Slices:punctuated","product.variance","10:5",NA,NA,NA,NA,NA
"1188","Eutherians","Slices:punctuated","product.variance","5:0",NA,NA,NA,NA,NA
"1189","Eutherians","Slices:ACCTRAN","product.variance","170:165",NA,NA,NA,NA,NA
"1190","Eutherians","Slices:ACCTRAN","product.variance","165:160",NA,NA,NA,NA,NA
"1191","Eutherians","Slices:ACCTRAN","product.variance","160:155",NA,NA,NA,NA,NA
"1192","Eutherians","Slices:ACCTRAN","product.variance","155:150",NA,NA,NA,NA,NA
"1193","Eutherians","Slices:ACCTRAN","product.variance","150:145",NA,NA,NA,NA,NA
"1194","Eutherians","Slices:ACCTRAN","product.variance","145:140",NA,NA,NA,NA,NA
"1195","Eutherians","Slices:ACCTRAN","product.variance","140:135",NA,NA,NA,NA,NA
"1196","Eutherians","Slices:ACCTRAN","product.variance","135:130",NA,NA,NA,NA,NA
"1197","Eutherians","Slices:ACCTRAN","product.variance","130:125",NA,NA,NA,NA,NA
"1198","Eutherians","Slices:ACCTRAN","product.variance","125:120",NA,NA,NA,NA,NA
"1199","Eutherians","Slices:ACCTRAN","product.variance","120:115",NA,NA,NA,NA,NA
"1200","Eutherians","Slices:ACCTRAN","product.variance","115:110",NA,NA,NA,NA,NA
"1201","Eutherians","Slices:ACCTRAN","product.variance","110:105",NA,NA,NA,NA,NA
"1202","Eutherians","Slices:ACCTRAN","product.variance","105:100",NA,NA,NA,NA,NA
"1203","Eutherians","Slices:ACCTRAN","product.variance","100:95",NA,NA,NA,NA,NA
"1204","Eutherians","Slices:ACCTRAN","product.variance","95:90",NA,NA,NA,NA,NA
"1205","Eutherians","Slices:ACCTRAN","product.variance","90:85",NA,NA,NA,NA,NA
"1206","Eutherians","Slices:ACCTRAN","product.variance","85:80",NA,NA,NA,NA,NA
"1207","Eutherians","Slices:ACCTRAN","product.variance","80:75",NA,NA,NA,NA,NA
"1208","Eutherians","Slices:ACCTRAN","product.variance","75:70",NA,NA,NA,NA,NA
"1209","Eutherians","Slices:ACCTRAN","product.variance","70:65",NA,NA,NA,NA,NA
"1210","Eutherians","Slices:ACCTRAN","product.variance","65:60",NA,NA,NA,NA,NA
"1211","Eutherians","Slices:ACCTRAN","product.variance","60:55",NA,NA,NA,NA,NA
"1212","Eutherians","Slices:ACCTRAN","product.variance","55:50",NA,NA,NA,NA,NA
"1213","Eutherians","Slices:ACCTRAN","product.variance","50:45",NA,NA,NA,NA,NA
"1214","Eutherians","Slices:ACCTRAN","product.variance","45:40",NA,NA,NA,NA,NA
"1215","Eutherians","Slices:ACCTRAN","product.variance","40:35",NA,NA,NA,NA,NA
"1216","Eutherians","Slices:ACCTRAN","product.variance","35:30",NA,NA,NA,NA,NA
"1217","Eutherians","Slices:ACCTRAN","product.variance","30:25",NA,NA,NA,NA,NA
"1218","Eutherians","Slices:ACCTRAN","product.variance","25:20",NA,NA,NA,NA,NA
"1219","Eutherians","Slices:ACCTRAN","product.variance","20:15",NA,NA,NA,NA,NA
"1220","Eutherians","Slices:ACCTRAN","product.variance","15:10",NA,NA,NA,NA,NA
"1221","Eutherians","Slices:ACCTRAN","product.variance","10:5",NA,NA,NA,NA,NA
"1222","Eutherians","Slices:ACCTRAN","product.variance","5:0",NA,NA,NA,NA,NA
"1223","Eutherians","Slices:DELTRAN","product.variance","170:165",NA,NA,NA,NA,NA
"1224","Eutherians","Slices:DELTRAN","product.variance","165:160",NA,NA,NA,NA,NA
"1225","Eutherians","Slices:DELTRAN","product.variance","160:155",NA,NA,NA,NA,NA
"1226","Eutherians","Slices:DELTRAN","product.variance","155:150",NA,NA,NA,NA,NA
"1227","Eutherians","Slices:DELTRAN","product.variance","150:145",NA,NA,NA,NA,NA
"1228","Eutherians","Slices:DELTRAN","product.variance","145:140",NA,NA,NA,NA,NA
"1229","Eutherians","Slices:DELTRAN","product.variance","140:135",NA,NA,NA,NA,NA
"1230","Eutherians","Slices:DELTRAN","product.variance","135:130",NA,NA,NA,NA,NA
"1231","Eutherians","Slices:DELTRAN","product.variance","130:125",NA,NA,NA,NA,NA
"1232","Eutherians","Slices:DELTRAN","product.variance","125:120",NA,NA,NA,NA,NA
"1233","Eutherians","Slices:DELTRAN","product.variance","120:115",NA,NA,NA,NA,NA
"1234","Eutherians","Slices:DELTRAN","product.variance","115:110",NA,NA,NA,NA,NA
"1235","Eutherians","Slices:DELTRAN","product.variance","110:105",NA,NA,NA,NA,NA
"1236","Eutherians","Slices:DELTRAN","product.variance","105:100",NA,NA,NA,NA,NA
"1237","Eutherians","Slices:DELTRAN","product.variance","100:95",NA,NA,NA,NA,NA
"1238","Eutherians","Slices:DELTRAN","product.variance","95:90",NA,NA,NA,NA,NA
"1239","Eutherians","Slices:DELTRAN","product.variance","90:85",NA,NA,NA,NA,NA
"1240","Eutherians","Slices:DELTRAN","product.variance","85:80",NA,NA,NA,NA,NA
"1241","Eutherians","Slices:DELTRAN","product.variance","80:75",NA,NA,NA,NA,NA
"1242","Eutherians","Slices:DELTRAN","product.variance","75:70",NA,NA,NA,NA,NA
"1243","Eutherians","Slices:DELTRAN","product.variance","70:65",NA,NA,NA,NA,NA
"1244","Eutherians","Slices:DELTRAN","product.variance","65:60",NA,NA,NA,NA,NA
"1245","Eutherians","Slices:DELTRAN","product.variance","60:55",NA,NA,NA,NA,NA
"1246","Eutherians","Slices:DELTRAN","product.variance","55:50",NA,NA,NA,NA,NA
"1247","Eutherians","Slices:DELTRAN","product.variance","50:45",NA,NA,NA,NA,NA
"1248","Eutherians","Slices:DELTRAN","product.variance","45:40",NA,NA,NA,NA,NA
"1249","Eutherians","Slices:DELTRAN","product.variance","40:35",NA,NA,NA,NA,NA
"1250","Eutherians","Slices:DELTRAN","product.variance","35:30",NA,NA,NA,NA,NA
"1251","Eutherians","Slices:DELTRAN","product.variance","30:25",NA,NA,NA,NA,NA
"1252","Eutherians","Slices:DELTRAN","product.variance","25:20",NA,NA,NA,NA,NA
"1253","Eutherians","Slices:DELTRAN","product.variance","20:15",NA,NA,NA,NA,NA
"1254","Eutherians","Slices:DELTRAN","product.variance","15:10",NA,NA,NA,NA,NA
"1255","Eutherians","Slices:DELTRAN","product.variance","10:5",NA,NA,NA,NA,NA
"1256","Eutherians","Slices:DELTRAN","product.variance","5:0",NA,NA,NA,NA,NA
"1257","Eutherians","Slices:gradual","product.variance","170:165",NA,NA,NA,NA,NA
"1258","Eutherians","Slices:gradual","product.variance","165:160",NA,NA,NA,NA,NA
"1259","Eutherians","Slices:gradual","product.variance","160:155",NA,NA,NA,NA,NA
"1260","Eutherians","Slices:gradual","product.variance","155:150",NA,NA,NA,NA,NA
"1261","Eutherians","Slices:gradual","product.variance","150:145",NA,NA,NA,NA,NA
"1262","Eutherians","Slices:gradual","product.variance","145:140",NA,NA,NA,NA,NA
"1263","Eutherians","Slices:gradual","product.variance","140:135",NA,NA,NA,NA,NA
"1264","Eutherians","Slices:gradual","product.variance","135:130",NA,NA,NA,NA,NA
"1265","Eutherians","Slices:gradual","product.variance","130:125",NA,NA,NA,NA,NA
"1266","Eutherians","Slices:gradual","product.variance","125:120",NA,NA,NA,NA,NA
"1267","Eutherians","Slices:gradual","product.variance","120:115",NA,NA,NA,NA,NA
"1268","Eutherians","Slices:gradual","product.variance","115:110",NA,NA,NA,NA,NA
"1269","Eutherians","Slices:gradual","product.variance","110:105",NA,NA,NA,NA,NA
"1270","Eutherians","Slices:gradual","product.variance","105:100",NA,NA,NA,NA,NA
"1271","Eutherians","Slices:gradual","product.variance","100:95",NA,NA,NA,NA,NA
"1272","Eutherians","Slices:gradual","product.variance","95:90",NA,NA,NA,NA,NA
"1273","Eutherians","Slices:gradual","product.variance","90:85",NA,NA,NA,NA,NA
"1274","Eutherians","Slices:gradual","product.variance","85:80",NA,NA,NA,NA,NA
"1275","Eutherians","Slices:gradual","product.variance","80:75",NA,NA,NA,NA,NA
"1276","Eutherians","Slices:gradual","product.variance","75:70",NA,NA,NA,NA,NA
"1277","Eutherians","Slices:gradual","product.variance","70:65",NA,NA,NA,NA,NA
"1278","Eutherians","Slices:gradual","product.variance","65:60",NA,NA,NA,NA,NA
"1279","Eutherians","Slices:gradual","product.variance","60:55",NA,NA,NA,NA,NA
"1280","Eutherians","Slices:gradual","product.variance","55:50",NA,NA,NA,NA,NA
"1281","Eutherians","Slices:gradual","product.variance","50:45",NA,NA,NA,NA,NA
"1282","Eutherians","Slices:gradual","product.variance","45:40",NA,NA,NA,NA,NA
"1283","Eutherians","Slices:gradual","product.variance","40:35",NA,NA,NA,NA,NA
"1284","Eutherians","Slices:gradual","product.variance","35:30",NA,NA,NA,NA,NA
"1285","Eutherians","Slices:gradual","product.variance","30:25",NA,NA,NA,NA,NA
"1286","Eutherians","Slices:gradual","product.variance","25:20",NA,NA,NA,NA,NA
"1287","Eutherians","Slices:gradual","product.variance","20:15",NA,NA,NA,NA,NA
"1288","Eutherians","Slices:gradual","product.variance","15:10",NA,NA,NA,NA,NA
"1289","Eutherians","Slices:gradual","product.variance","10:5",NA,NA,NA,NA,NA
"1290","Eutherians","Slices:gradual","product.variance","5:0",NA,NA,NA,NA,NA
